# {
#     "command": "/media/storage/home/mariokeller/applications/MAJIQv2.3_Oct_2022/bin/voila modulize --changing-between-group-dpsi 0.02 --non-changing-between-group-dpsi 0.02 --changing-between-group-dpsi-secondary 0.01 --probability-changing-threshold 0.9 --probability-non-changing-threshold 0.5 --show-all -j 6 -d /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/modulise/SFPQ_K562_Control-SFPQ_K562_shRNA /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/build/splicegraph.sql /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/dpsi/SFPQ_K562_Control-SFPQ_K562_shRNA.deltapsi.voila",
#     "dpsi_changing_threshold": 0.02,
#     "dpsi_nonchanging_threshold": 0.5,
#     "dpsi_probability_changing_threshold": 0.9,
#     "voila_version": "2.4.dev3+g85d07819"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	module_event_combination	denovo	junction_name	junction_coord	event_non_changing	event_changing	junction_changing	SFPQ_K562_Control_median_psi	SFPQ_K562_shRNA_median_psi	SFPQ_K562_shRNA-SFPQ_K562_Control_median_dpsi	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_changing	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_non_changing
ENSG00000068400.14_2	ENSG00000068400.14	GRIPAP1	chrX	-	ENSG00000068400.14:t:48993187-48994207	ENSG00000068400.14_2_A5_1	False	alt5^1	True	Proximal	48993578-48997248	False	False	False	0.042	0.055	0.009	0.44	0.308
ENSG00000068400.14_3	ENSG00000068400.14	GRIPAP1	chrX	-	ENSG00000068400.14:t:48988121-48988198	ENSG00000068400.14_3_AI_1	True	ir^1|afe^1	False	C2_C1_intron	48988199-48988496	False	False	False	0.22	0.174	-0.03	0.616	0.147
ENSG00000068400.14_5	ENSG00000068400.14	GRIPAP1	chrX	-	ENSG00000068400.14:s:48975733-48976111	ENSG00000068400.14_5_AI_1	False	ir^1	False	C1_C2_intron	48975614-48975732	False	False	False	0.469	0.453	-0.026	0.609	0.148
ENSG00000068400.14_6	ENSG00000068400.14	GRIPAP1	chrX	-	ENSG00000068400.14:s:48975155-48975613	ENSG00000068400.14_6_AI_1	False	ir^1	True	C1_C2_intron	48974286-48975154	False	False	False	0.227	0.281	0.023	0.615	0.134
ENSG00000068400.14_1	ENSG00000068400.14	GRIPAP1	chrX	-	ENSG00000068400.14:t:48999438-48999504	ENSG00000068400.14_1_afe_1	True	afe^4|multi_exon_spanning^1	False	Proximal	48999504-49000566	False	False	False	0.076	0.041	-0.032	0.582	0.131
ENSG00000179094.16_2	ENSG00000179094.16	PER1	chr17	-	ENSG00000179094.16:s:8146372-8146502	ENSG00000179094.16_2_CE_1	False	cassette^1	False	C1_A	8146137-8146372	False	False	False	0.875	0.975	0.04	0.559	0.102
ENSG00000179094.16_1	ENSG00000179094.16	PER1	chr17	-	ENSG00000179094.16:t:8150432-8150845	ENSG00000179094.16_1_afe_1	False	afe^1	False	Proximal	8150845-8152337	False	False	False	0.706	0.664	-0.024	0.641	0.071
ENSG00000042493.16_1	ENSG00000042493.16	CAPG	chr2	-	ENSG00000042493.16:t:85402123-85402158	ENSG00000042493.16_1_afe_1	False	afe^1	False	Proximal	85402158-85410317	False	False	False	0.253	0.198	-0.039	0.625	0.102
ENSG00000220205.9_1	ENSG00000220205.9	VAMP2	chr17	-	ENSG00000220205.9:t:8162249-8162369	ENSG00000220205.9_1_A5_1	False	alt5^1	False	Proximal	8162369-8162444	False	False	False	0.074	0.127	0.028	0.618	0.105
ENSG00000220205.9_2	ENSG00000220205.9	VAMP2	chr17	-	ENSG00000220205.9:s:8161319-8161524	ENSG00000220205.9_2_AI_1	False	ir^1	False	C1_C2_intron	8160872-8161318	False	False	False	0.48	0.422	-0.039	0.668	0.112
ENSG00000113734.18_1	ENSG00000113734.18	BNIP1	chr5	+	ENSG00000113734.18:t:173154322-173154413	ENSG00000113734.18_1_CE_1	False	cassette^1	False	C2_A	173151694-173154322	False	False	False	0.159	0.109	-0.032	0.593	0.125
ENSG00000179029.15_1	ENSG00000179029.15	TMEM107	chr17	-	ENSG00000179029.15:s:8175959-8176026	ENSG00000179029.15_1_A3_1	True	alt3^1|multi_exon_spanning^1	False	Proximal	8175875-8175959	False	False	False	0.111	0.055	-0.028	0.565	0.126
ENSG00000113739.11_2	ENSG00000113739.11	STC2	chr5	-	ENSG00000113739.11:s:173322969-173323430	ENSG00000113739.11_2_AI_1	False	ir^1	True	C1_C2_intron	173318250-173322968	False	False	False	0.178	0.151	-0.012	0.564	0.197
ENSG00000113739.11_1	ENSG00000113739.11	STC2	chr5	-	ENSG00000113739.11:t:173325834-173326010	ENSG00000113739.11_1_afe_1	False	afe^1	False	Proximal	173326010-173326589	False	False	False	0.073	0.024	-0.032	0.672	0.115
ENSG00000178999.13_1	ENSG00000178999.13	AURKB	chr17	-	ENSG00000178999.13:s:8210530-8210600	ENSG00000178999.13_1_CE_1	False	cassette^1	False	C1_A	8210249-8210530	False	False	False	0.621	0.731	0.084	0.865	0.022
ENSG00000178999.13_2	ENSG00000178999.13	AURKB	chr17	-	ENSG00000178999.13:s:8207571-8207625	ENSG00000178999.13_2_A3_1	False	alt3^1	False	Proximal	8207370-8207571	False	False	False	0.021	0.06	0.026	0.611	0.16
ENSG00000178999.13_4	ENSG00000178999.13	AURKB	chr17	-	ENSG00000178999.13:t:8206491-8206698	ENSG00000178999.13_4_A5_1	False	alt5^1	False	Proximal	8206639-8206740	False	False	False	0.078	0.089	0.007	0.409	0.35
ENSG00000178999.13_3	ENSG00000178999.13	AURKB	chr17	-	ENSG00000178999.13:s:8207176-8207370	ENSG00000178999.13_3_AI_1	True	alt3_5^1|ir^2	False	C1_C2_intron	8206935-8207175	False	False	False	0.285	0.365	0.065	0.831	0.039
ENSG00000145919.11_1	ENSG00000145919.11	BOD1	chr5	-	ENSG00000145919.11:t:173613131-173613255	ENSG00000145919.11_1_pA5_1	True	cassette^1|putative_alt5^1|ir^1|multi_exon_spanning^1|other^1	True	Proximal	173609434-173609578	False	False	False	0.089	0.057	-0.02	0.52	0.202
ENSG00000178971.17_2	ENSG00000178971.17	CTC1	chr17	-	ENSG00000178971.17:t:8228503-8228629	ENSG00000178971.17_2_A5_1	False	alt5^1	False	Proximal	8228629-8228725	False	False	False	0.081	0.15	0.053	0.685	0.069
ENSG00000178971.17_1	ENSG00000178971.17	CTC1	chr17	-	ENSG00000178971.17:s:8230268-8230348	ENSG00000178971.17_1_AI_1	False	ir^1	False	C1_C2_intron	8229969-8230267	False	True	True	0.192	0.424	0.192	0.95	0.003
ENSG00000168906.13_1	ENSG00000168906.13	MAT2A	chr2	+	ENSG00000168906.13:t:85541083-85541160	ENSG00000168906.13_1_AI_1	True	ir^1|afe^1	True	C2_C1_intron	85540001-85541082	False	False	False	0.086	0.056	-0.017	0.469	0.321
ENSG00000168906.13_2	ENSG00000168906.13	MAT2A	chr2	+	ENSG00000168906.13:s:85542155-85542373	ENSG00000168906.13_2_AI_1	False	ir^1	False	C1_C2_intron	85542374-85542564	False	False	False	0.109	0.158	0.042	0.722	0.098
ENSG00000168906.13_3	ENSG00000168906.13	MAT2A	chr2	+	ENSG00000168906.13:s:85542901-85543608	ENSG00000168906.13_3_AI_1	False	ir^1	True	C1_C2_intron	85543609-85543669	False	False	False	0.896	0.829	-0.051	0.784	0.064
ENSG00000135040.16_1	ENSG00000135040.16	NAA35	chr9	+	ENSG00000135040.16:t:85942155-85942283	ENSG00000135040.16_1_afe_1	True	alt5^1|afe^2	False	Proximal	85941874-85942155	False	False	False	0.399	0.392	0.0	0.579	0.123
ENSG00000135040.16_3	ENSG00000135040.16	NAA35	chr9	+	ENSG00000135040.16:s:85996399-85996577	ENSG00000135040.16_3_AI_1	False	ir^1	True	C1_C2_intron	85996578-86003584	False	False	False	0.108	0.087	-0.008	0.573	0.171
ENSG00000135040.16_4	ENSG00000135040.16	NAA35	chr9	+	ENSG00000135040.16:s:86016539-86016675	ENSG00000135040.16_4_AI_1	False	ir^1	True	C1_C2_intron	86016676-86017497	False	False	False	0.263	0.224	-0.028	0.619	0.132
ENSG00000135040.16_2	ENSG00000135040.16	NAA35	chr9	+	ENSG00000135040.16:t:85974967-85975033	ENSG00000135040.16_2_afe_1	False	afe^1	True	Proximal	85966674-85974967	False	False	False	0.035	0.08	0.042	0.744	0.075
ENSG00000178921.14_1	ENSG00000178921.14	PFAS	chr17	+	ENSG00000178921.14:s:8266234-8266353	ENSG00000178921.14_1_A3_1	False	alt3^1	False	Proximal	8266353-8266501	False	False	False	0.171	0.138	-0.022	0.585	0.129
ENSG00000115486.13_1	ENSG00000115486.13	GGCX	chr2	-	ENSG00000115486.13:s:85561386-85561532	ENSG00000115486.13_1_CE_1	False	cassette^1	False	C1_A	85560985-85561386	False	False	False	0.747	0.655	-0.062	0.696	0.048
ENSG00000115486.13_2	ENSG00000115486.13	GGCX	chr2	-	ENSG00000115486.13:s:85558725-85559075	ENSG00000115486.13_2_A3A5_1	False	alt3_5^1	False	E1_E2_J1	85558662-85558946	False	False	True	0.002	0.177	0.143	0.911	0.007
ENSG00000115486.13_3	ENSG00000115486.13	GGCX	chr2	-	ENSG00000115486.13:s:85558440-85558565	ENSG00000115486.13_3_AI_1	False	ir^1	False	C1_C2_intron	85556261-85558439	False	False	False	0.046	0.137	0.058	0.664	0.073
ENSG00000115486.13_4	ENSG00000115486.13	GGCX	chr2	-	ENSG00000115486.13:t:85553232-85553497	ENSG00000115486.13_4_afe_1	False	afe^1	False	Proximal	85553497-85554143	False	True	False	0.772	0.974	0.156	0.896	0.008
ENSG00000115486.13_5	ENSG00000115486.13	GGCX	chr2	-	ENSG00000115486.13:s:85552939-85553070	ENSG00000115486.13_5_ale_1	False	ale^1	False	Proximal	85552567-85552939	False	False	False	0.891	0.826	-0.031	0.603	0.088
ENSG00000113742.14_1	ENSG00000113742.14	CPEB4	chr5	+	ENSG00000113742.14:t:173944967-173945140	ENSG00000113742.14_1_afe_2	True	afe^4|multi_exon_spanning^1	False	Proximal	173932500-173944967	False	False	False	0.313	0.549	0.147	0.817	0.011
ENSG00000125434.11_1	ENSG00000125434.11	SLC25A35	chr17	-	ENSG00000125434.11:s:8289854-8289984	ENSG00000125434.11_1_AI_1	False	ir^1	True	C1_C2_intron	8289644-8289853	False	False	False	0.839	0.854	0.008	0.598	0.149
ENSG00000083223.18_2	ENSG00000083223.18	TUT7	chr9	-	ENSG00000083223.18:t:86325334-86325514	ENSG00000083223.18_2_CE_1	False	cassette^1	False	C2_A	86325514-86326371	False	False	False	0.065	0.022	-0.017	0.454	0.25
ENSG00000083223.18_1	ENSG00000083223.18	TUT7	chr9	-	ENSG00000083223.18:t:86352680-86353230	ENSG00000083223.18_1_pAFE_1	False	putative_afe^1	True	Proximal	86353230-86353450	False	False	False	0.149	0.067	-0.058	0.733	0.058
ENSG00000083223.18_3	ENSG00000083223.18	TUT7	chr9	-	ENSG00000083223.18:t:86287733-86288744	ENSG00000083223.18_3_pAFE_1	False	putative_afe^1	True	Proximal	86288744-86298767	False	False	False	0.175	0.231	0.031	0.626	0.093
ENSG00000108961.14_1	ENSG00000108961.14	RANGRF	chr17	+	ENSG00000108961.14:t:8289813-8290092	ENSG00000108961.14_1_AI_1	False	ir^1	False	C2_C1_intron	8289589-8289812	False	False	False	0.65	0.529	-0.078	0.754	0.04
ENSG00000168894.10_1	ENSG00000168894.10	RNF181	chr2	+	ENSG00000168894.10:s:85596519-85596649	ENSG00000168894.10_1_CE_1	True	cassette^1|other^1	False	C1_A	85596649-85596822	False	False	False	0.856	0.865	0.008	0.446	0.301
ENSG00000168890.14_1	ENSG00000168890.14	TMEM150A	chr2	-	ENSG00000168890.14:t:85599891-85600018	ENSG00000168890.14_1_afe_1	False	afe^1	False	Proximal	85600018-85600345	False	False	False	0.892	0.865	-0.015	0.598	0.1
ENSG00000164466.13_1	ENSG00000164466.13	SFXN1	chr5	+	ENSG00000164466.13:s:175492095-175492546	ENSG00000164466.13_1_A3_1	False	alt3^1	False	Proximal	175492267-175509032	False	False	False	0.953	0.936	-0.015	0.498	0.252
ENSG00000164466.13_2	ENSG00000164466.13	SFXN1	chr5	+	ENSG00000164466.13:s:175512111-175512196	ENSG00000164466.13_2_AI_1	False	ir^1	True	C1_C2_intron	175512197-175513462	False	False	False	0.071	0.061	-0.006	0.417	0.387
ENSG00000164466.13_3	ENSG00000164466.13	SFXN1	chr5	+	ENSG00000164466.13:t:175526638-175529742	ENSG00000164466.13_3_AI_1	True	ir^1|afe^1	True	C2_C1_intron	175525966-175526637	False	False	False	0.061	0.086	0.008	0.35	0.491
ENSG00000068323.17_1	ENSG00000068323.17	TFE3	chrX	-	ENSG00000068323.17:t:49039107-49039410	ENSG00000068323.17_1_A3_1	False	alt3^1	False	Proximal	49039410-49040455	False	False	False	0.938	0.867	-0.052	0.723	0.065
ENSG00000068323.17_2	ENSG00000068323.17	TFE3	chrX	-	ENSG00000068323.17:s:49037739-49038114	ENSG00000068323.17_2_AI_2	True	ir^2|putative_ale^2	True	C1_C2_spliced	49036774-49038010	False	False	False	0.308	0.189	-0.081	0.793	0.036
ENSG00000168883.20_1	ENSG00000168883.20	USP39	chr2	+	ENSG00000168883.20:t:85623626-85623790	ENSG00000168883.20_1_A3_1	False	alt3^1	False	Proximal	85621579-85623626	False	False	False	0.067	0.043	-0.021	0.585	0.181
ENSG00000168883.20_2	ENSG00000168883.20	USP39	chr2	+	ENSG00000168883.20:s:85648761-85648853	ENSG00000168883.20_2_AI_1	False	ir^1	False	C1_C2_intron	85648854-85649016	False	True	True	0.785	0.955	0.159	0.991	0.001
ENSG00000196730.13_2	ENSG00000196730.13	DAPK1	chr9	+	ENSG00000196730.13:s:87641969-87642058	ENSG00000196730.13_2_CE_1	False	cassette^1	False	C1_A	87642058-87643376	False	False	False	0.848	0.915	0.049	0.675	0.076
ENSG00000196730.13_3	ENSG00000196730.13	DAPK1	chr9	+	ENSG00000196730.13:s:87681404-87681626	ENSG00000196730.13_3_AI_1	False	ir^1	True	C1_C2_intron	87681627-87686550	False	False	False	0.09	0.105	0.006	0.561	0.199
ENSG00000196730.13_1	ENSG00000196730.13	DAPK1	chr9	+	ENSG00000196730.13:t:87498970-87499352	ENSG00000196730.13_1_afe_2	True	afe^4|multi_exon_spanning^1	False	Proximal	87498636-87498970	False	False	False	0.061	0.121	0.036	0.605	0.109
ENSG00000168887.11_1	ENSG00000168887.11	C2orf68	chr2	-	ENSG00000168887.11:s:85611668-85611741	ENSG00000168887.11_1_pA3_1	False	putative_alt3^1|ir^1	False	Proximal	85611573-85611668	False	False	False	0.041	0.14	0.075	0.843	0.028
ENSG00000166579.16_2	ENSG00000166579.16	NDEL1	chr17	+	ENSG00000166579.16:t:8464236-8468163	ENSG00000166579.16_2_AI_1	True	cassette^1|ir^2	True	C2_C1_intron	8463355-8464235	False	False	False	0.146	0.094	-0.033	0.658	0.114
ENSG00000166579.16_1	ENSG00000166579.16	NDEL1	chr17	+	ENSG00000166579.16:s:8435922-8436045	ENSG00000166579.16_1_ale_1	True	ale^1|afe^1|multi_exon_spanning^1	False	Proximal	8436045-8443927	False	False	False	0.015	0.07	0.026	0.579	0.166
ENSG00000115525.18_2	ENSG00000115525.18	ST3GAL5	chr2	-	ENSG00000115525.18:s:85847861-85847984	ENSG00000115525.18_2_CE_1	False	cassette^1	False	C1_A	85847562-85847861	False	False	False	0.281	0.294	0.005	0.591	0.114
ENSG00000115525.18_1	ENSG00000115525.18	ST3GAL5	chr2	-	ENSG00000115525.18:t:85848102-85850934	ENSG00000115525.18_1_afe_1	True	alt3^1|ale^7|afe^2|multi_exon_spanning^3	False	Proximal	85848204-85851264	False	False	False	0.002	0.111	0.059	0.738	0.056
ENSG00000115525.18_3	ENSG00000115525.18	ST3GAL5	chr2	-	ENSG00000115525.18:t:85837120-85840392	ENSG00000115525.18_3_afe_1	False	afe^1	False	Proximal	85840392-85844396	False	False	False	0.974	0.934	-0.019	0.479	0.205
ENSG00000135047.16_1	ENSG00000135047.16	CTSL	chr9	+	ENSG00000135047.16:t:87727594-87727729	ENSG00000135047.16_1_A5_2	True	alt5^3|other^1	False	Proximal	87726398-87727594	False	False	False	0.228	0.226	0.003	0.442	0.292
ENSG00000068654.17_1	ENSG00000068654.17	POLR1A	chr2	-	ENSG00000068654.17:s:86040392-86040559	ENSG00000068654.17_1_CE_1	False	cassette^1	False	C1_A	86040200-86040392	False	False	False	0.048	0.051	-0.0	0.449	0.264
ENSG00000133026.14_1	ENSG00000133026.14	MYH10	chr17	-	ENSG00000133026.14:t:8622902-8623277	ENSG00000133026.14_1_CE_1	True	cassette^1|afe^2	False	C2_A	8623277-8623424	False	True	True	0.416	0.172	-0.234	0.998	0.0
ENSG00000133026.14_3	ENSG00000133026.14	MYH10	chr17	-	ENSG00000133026.14:s:8481147-8481445	ENSG00000133026.14_3_A3A5_1	False	alt3_5^1	False	E1_E2_J1	8481077-8481147	False	False	False	0.003	0.052	0.014	0.43	0.322
ENSG00000133026.14_2	ENSG00000133026.14	MYH10	chr17	-	ENSG00000133026.14:s:8542050-8542280	ENSG00000133026.14_2_pA3_1	False	putative_alt3^1|ir^1	False	Proximal	8541199-8542107	False	False	False	0.086	0.142	0.045	0.679	0.085
ENSG00000196998.19_1	ENSG00000196998.19	WDR45	chrX	-	ENSG00000196998.19:s:49077837-49077911	ENSG00000196998.19_1_CE_1	True	cassette^2|alt3^2|multi_exon_spanning^4	False	C1_A	49077747-49077837	False	True	True	0.324	0.58	0.246	0.994	0.0
ENSG00000196998.19_2	ENSG00000196998.19	WDR45	chrX	-	ENSG00000196998.19:s:49076400-49076463	ENSG00000196998.19_2_A3_1	False	alt3^1	False	Proximal	49075978-49076430	False	False	False	0.071	0.035	-0.025	0.558	0.172
ENSG00000196998.19_3	ENSG00000196998.19	WDR45	chrX	-	ENSG00000196998.19:t:49075545-49075663	ENSG00000196998.19_3_pA3_1	False	putative_alt3^1|ir^1	False	Intron	49075664-49075667	False	False	False	0.876	0.911	0.027	0.635	0.165
ENSG00000132300.19_1	ENSG00000132300.19	PTCD3	chr2	+	ENSG00000132300.19:s:86118921-86119181	ENSG00000132300.19_1_CE_1	False	cassette^1	False	C1_A	86119044-86119544	False	False	False	0.075	0.162	0.065	0.751	0.049
ENSG00000132300.19_4	ENSG00000132300.19	PTCD3	chr2	+	ENSG00000132300.19:s:86133269-86133436	ENSG00000132300.19_4_A3_1	False	alt3^1	False	Proximal	86133436-86134292	False	False	False	0.956	0.924	-0.022	0.554	0.187
ENSG00000132300.19_2	ENSG00000132300.19	PTCD3	chr2	+	ENSG00000132300.19:s:86127719-86127991	ENSG00000132300.19_2_AI_1	False	ir^1	True	C1_C2_intron	86127992-86130647	False	False	False	0.055	0.077	0.012	0.481	0.298
ENSG00000132300.19_3	ENSG00000132300.19	PTCD3	chr2	+	ENSG00000132300.19:s:86130890-86131106	ENSG00000132300.19_3_AI_1	False	ir^1	True	C1_C2_intron	86131107-86132317	False	False	False	0.042	0.065	0.017	0.551	0.25
ENSG00000132300.19_5	ENSG00000132300.19	PTCD3	chr2	+	ENSG00000132300.19:s:86134839-86135198	ENSG00000132300.19_5_AI_1	False	ir^1	True	C1_C2_intron	86135199-86136520	False	False	False	0.102	0.103	0.002	0.484	0.3
ENSG00000283235.2_2	ENSG00000283235.2	ENSG00000283235	chr5	-	ENSG00000283235.2:t:176176520-176176823	ENSG00000283235.2_2_AI_1	True	ir^2|afe^4|multi_exon_spanning^1	True	C2_C1_intron	176176824-176177647	False	False	False	0.589	0.628	0.013	0.661	0.087
ENSG00000283235.2_1	ENSG00000283235.2	ENSG00000283235	chr5	-	ENSG00000283235.2:s:176185101-176185342	ENSG00000283235.2_1_ale_1	False	ale^1	False	Proximal	176183301-176185101	False	False	False	0.759	0.543	-0.144	0.799	0.013
ENSG00000177119.17_1	ENSG00000177119.17	ANO6	chr12	+	ENSG00000177119.17:t:45331295-45331423	ENSG00000177119.17_1_CE_2	True	cassette^2|tandem_cassette^1|multi_exon_spanning^1|other^1	False	C2_A	45302093-45331295	False	False	False	0.895	0.878	-0.005	0.462	0.264
ENSG00000177119.17_2	ENSG00000177119.17	ANO6	chr12	+	ENSG00000177119.17:t:45421071-45421273	ENSG00000177119.17_2_CE_1	False	cassette^1	False	C2_A	45416904-45421071	False	False	False	0.995	0.964	-0.006	0.304	0.536
ENSG00000170085.18_1	ENSG00000170085.18	SIMC1	chr5	+	ENSG00000170085.18:t:176289654-176290955	ENSG00000170085.18_1_afe_1	False	afe^1	False	Proximal	176270520-176289654	False	False	False	0.663	0.829	0.12	0.756	0.017
ENSG00000122203.15_1	ENSG00000122203.15	KIAA1191	chr5	-	ENSG00000122203.15:s:176359811-176359918	ENSG00000122203.15_1_CE_1	True	cassette^3|alt5^1|ir^7|ale^1|multi_exon_spanning^3|other^1	False	C1_A	176359567-176359811	False	False	True	0.192	0.418	0.204	0.935	0.003
ENSG00000132305.22_1	ENSG00000132305.22	IMMT	chr2	-	ENSG00000132305.22:s:86173508-86173762	ENSG00000132305.22_1_A3_2	True	alt3^3	False	Proximal	86171345-86173650	False	False	False	0.348	0.389	0.037	0.639	0.105
ENSG00000132305.22_2	ENSG00000132305.22	IMMT	chr2	-	ENSG00000132305.22:s:86171208-86171577	ENSG00000132305.22_2_A3_1	False	alt3^1	False	Proximal	86170844-86171208	False	False	False	0.788	0.709	-0.066	0.801	0.04
ENSG00000106723.17_1	ENSG00000106723.17	SPIN1	chr9	+	ENSG00000106723.17:t:88426382-88426591	ENSG00000106723.17_1_CE_1	True	cassette^2|tandem_cassette^1|multi_exon_spanning^1	False	C2_A	88418951-88426382	False	False	False	0.702	0.519	-0.098	0.754	0.027
ENSG00000106723.17_2	ENSG00000106723.17	SPIN1	chr9	+	ENSG00000106723.17:t:88468372-88468605	ENSG00000106723.17_2_CE_1	False	cassette^1	False	C2_A	88462749-88468372	False	False	False	0.927	0.94	0.004	0.46	0.269
ENSG00000170310.15_1	ENSG00000170310.15	STX8	chr17	-	ENSG00000170310.15:s:9568371-9568470	ENSG00000170310.15_1_TCE_1	True	tandem_cassette^1|multi_exon_spanning^1|other^1	False	C1_A	9557528-9568371	False	False	False	0.928	0.978	0.029	0.61	0.141
ENSG00000132313.15_1	ENSG00000132313.15	MRPL35	chr2	+	ENSG00000132313.15:s:86210480-86211045	ENSG00000132313.15_1_AI_1	True	ir^1|ale^1	False	C1_C2_intron	86211046-86212425	False	False	False	0.689	0.628	-0.034	0.66	0.102
ENSG00000115548.17_1	ENSG00000115548.17	KDM3A	chr2	+	ENSG00000115548.17:t:86464053-86464216	ENSG00000115548.17_1_AI_3	True	cassette^1|ir^4	True	C2_C1_intron	86460832-86464052	False	False	False	0.125	0.066	-0.032	0.615	0.147
ENSG00000115548.17_2	ENSG00000115548.17	KDM3A	chr2	+	ENSG00000115548.17:s:86474776-86474990	ENSG00000115548.17_2_AI_1	False	ir^1	True	C1_C2_intron	86474991-86477876	False	False	False	0.052	0.052	-0.002	0.493	0.292
ENSG00000115548.17_3	ENSG00000115548.17	KDM3A	chr2	+	ENSG00000115548.17:s:86478608-86478735	ENSG00000115548.17_3_AI_1	False	ir^1	False	C1_C2_intron	86478736-86480166	False	False	False	0.136	0.061	-0.058	0.785	0.055
ENSG00000048162.22_1	ENSG00000048162.22	NOP16	chr5	-	ENSG00000048162.22:t:176383946-176384286	ENSG00000048162.22_1_pA3_1	False	putative_alt3^1|ir^1	False	Intron	176384287-176384333	False	False	False	0.905	0.833	-0.054	0.783	0.06
ENSG00000187742.15_5	ENSG00000187742.15	SECISBP2	chr9	+	ENSG00000187742.15:s:89338458-89338580	ENSG00000187742.15_5_CE_1	False	cassette^1	False	C1_A	89338580-89339864	False	True	True	0.899	0.983	0.068	0.955	0.009
ENSG00000187742.15_2	ENSG00000187742.15	SECISBP2	chr9	+	ENSG00000187742.15:s:89319652-89319797	ENSG00000187742.15_2_A3_1	False	alt3^1	False	Proximal	89319797-89325427	False	False	False	0.616	0.663	0.035	0.626	0.091
ENSG00000187742.15_4	ENSG00000187742.15	SECISBP2	chr9	+	ENSG00000187742.15:s:89332588-89332986	ENSG00000187742.15_4_ale_1	True	alt3^3|ale^3|other^1	False	Proximal	89332986-89334025	False	False	False	0.068	0.079	0.004	0.499	0.22
ENSG00000187742.15_3	ENSG00000187742.15	SECISBP2	chr9	+	ENSG00000187742.15:s:89328660-89330445	ENSG00000187742.15_3_AI_1	False	ir^1	True	C1_C2_intron	89330446-89332587	False	False	False	0.091	0.096	-0.001	0.508	0.257
ENSG00000187742.15_6	ENSG00000187742.15	SECISBP2	chr9	+	ENSG00000187742.15:s:89350632-89350852	ENSG00000187742.15_6_AI_1	False	ir^1	True	C1_C2_intron	89350853-89356525	False	False	False	0.134	0.13	-0.004	0.529	0.238
ENSG00000187742.15_1	ENSG00000187742.15	SECISBP2	chr9	+	ENSG00000187742.15:t:89319652-89319797	ENSG00000187742.15_1_afe_1	False	afe^1	False	Proximal	89319067-89319652	False	False	False	0.012	0.085	0.039	0.589	0.12
ENSG00000113194.13_1	ENSG00000113194.13	FAF2	chr5	+	ENSG00000113194.13:s:176488951-176489027	ENSG00000113194.13_1_AI_1	False	ir^1	True	C1_C2_intron	176489028-176492193	False	False	False	0.046	0.051	0.003	0.46	0.338
ENSG00000115561.16_1	ENSG00000115561.16	CHMP3	chr2	-	ENSG00000115561.16:t:86529218-86529397	ENSG00000115561.16_1_CE_1	False	cassette^1	False	C2_A	86529397-86542252	False	False	False	0.897	0.886	-0.008	0.509	0.211
ENSG00000189079.18_1	ENSG00000189079.18	ARID2	chr12	+	ENSG00000189079.18:t:45904934-45908040	ENSG00000189079.18_1_afe_1	False	afe^1	False	Proximal	45904398-45904934	False	False	False	0.065	0.038	-0.017	0.502	0.22
ENSG00000068394.11_1	ENSG00000068394.11	GPKOW	chrX	-	ENSG00000068394.11:s:49122398-49122522	ENSG00000068394.11_1_AI_1	False	ir^1	True	C1_C2_intron	49119815-49122397	False	False	False	0.025	0.059	0.02	0.53	0.246
ENSG00000146083.12_2	ENSG00000146083.12	RNF44	chr5	-	ENSG00000146083.12:s:176532366-176532516	ENSG00000146083.12_2_A3_2	True	alt3^3	False	Proximal	176532193-176532366	False	True	True	0.08	0.262	0.175	0.975	0.002
ENSG00000146083.12_4	ENSG00000146083.12	RNF44	chr5	-	ENSG00000146083.12:s:176531463-176531630	ENSG00000146083.12_4_AI_1	True	alt3^1|ir^2	True	C1_C2_intron	176531022-176531462	False	False	False	0.075	0.072	-0.002	0.331	0.525
ENSG00000146083.12_3	ENSG00000146083.12	RNF44	chr5	-	ENSG00000146083.12:s:176531882-176532193	ENSG00000146083.12_3_AI_1	False	ir^1	True	C1_C2_intron	176531631-176531881	False	False	False	0.319	0.243	-0.06	0.714	0.065
ENSG00000146083.12_5	ENSG00000146083.12	RNF44	chr5	-	ENSG00000146083.12:s:176530082-176530206	ENSG00000146083.12_5_AI_1	False	ir^1	False	C1_C2_intron	176529819-176530081	False	False	False	0.46	0.524	0.053	0.725	0.064
ENSG00000146083.12_6	ENSG00000146083.12	RNF44	chr5	-	ENSG00000146083.12:s:176529288-176529387	ENSG00000146083.12_6_AI_1	False	ir^1	False	C1_C2_intron	176529091-176529287	False	True	True	0.12	0.267	0.135	0.978	0.003
ENSG00000146083.12_1	ENSG00000146083.12	RNF44	chr5	-	ENSG00000146083.12:t:176532366-176532516	ENSG00000146083.12_1_afe_1	False	afe^1	False	Proximal	176532516-176536940	False	False	False	0.246	0.27	0.013	0.546	0.226
