# {
#     "command": "/media/storage/home/mariokeller/applications/MAJIQv2.3_Oct_2022/bin/voila modulize --changing-between-group-dpsi 0.02 --non-changing-between-group-dpsi 0.02 --changing-between-group-dpsi-secondary 0.01 --probability-changing-threshold 0.9 --probability-non-changing-threshold 0.5 --show-all -j 6 -d /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/modulise/SFPQ_K562_Control-SFPQ_K562_shRNA /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/build/splicegraph.sql /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/dpsi/SFPQ_K562_Control-SFPQ_K562_shRNA.deltapsi.voila",
#     "dpsi_changing_threshold": 0.02,
#     "dpsi_nonchanging_threshold": 0.5,
#     "dpsi_probability_changing_threshold": 0.9,
#     "voila_version": "2.4.dev3+g85d07819"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	denovo	reference_exon_coord	spliced_with	spliced_with_coord	junction_name	junction_coord	event_non_changing	event_changing	junction_changing	SFPQ_K562_Control_median_psi	SFPQ_K562_shRNA_median_psi	SFPQ_K562_shRNA-SFPQ_K562_Control_median_dpsi	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_changing	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_non_changing
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:s:108963343-108963381	ENSG00000121940.17_1_A3A5_2	True	False	108963361-108963381	E2	108950309-108950448	E1_E2_J2	108950438-108963361	False	False	False	0.126	0.158	0.013	0.599	0.118
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:t:108950309-108951926	ENSG00000121940.17_1_A3A5_2	True	False	108950309-108950448	E1	108963361-108963381	E2_E1_J1	108950448-108963381	False	False	False	0.022	0.081	0.039	0.612	0.113
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:t:108950309-108951926	ENSG00000121940.17_1_A3A5_2	True	False	108950309-108950448	E1	108963361-108963381	E2_E1_J2	108950438-108963361	False	False	False	0.101	0.188	0.053	0.685	0.063
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:s:108963343-108963381	ENSG00000121940.17_1_A3A5_3	True	False	108963381-108963381	E2	108950309-108950448	E1_E2_J1	108950448-108963343	False	False	False	0.053	0.069	0.008	0.477	0.245
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:s:108963343-108963381	ENSG00000121940.17_1_A3A5_3	True	False	108963381-108963381	E2	108950309-108950448	E1_E2_J2	108950438-108963381	False	False	False	0.068	0.026	-0.022	0.53	0.185
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:t:108950309-108951926	ENSG00000121940.17_1_A3A5_3	True	False	108950309-108950448	E1	108963381-108963381	E2_E1_J1	108950448-108963343	False	False	False	0.042	0.083	0.024	0.535	0.169
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:t:108950309-108951926	ENSG00000121940.17_1_A3A5_3	True	False	108950309-108950448	E1	108963381-108963381	E2_E1_J2	108950438-108963381	False	False	False	0.055	0.032	-0.012	0.462	0.266
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:s:108963343-108963381	ENSG00000121940.17_1_A3A5_4	True	False	108963381-108963381	E2	108950309-108950448	E1_E2_J1	108950448-108963361	False	False	False	0.443	0.259	-0.155	0.877	0.009
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:s:108963343-108963381	ENSG00000121940.17_1_A3A5_4	True	False	108963381-108963381	E2	108950309-108950448	E1_E2_J2	108950438-108963381	False	False	False	0.068	0.026	-0.022	0.53	0.185
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:t:108950309-108951926	ENSG00000121940.17_1_A3A5_4	True	False	108950309-108950448	E1	108963381-108963381	E2_E1_J1	108950448-108963361	False	False	False	0.362	0.314	-0.042	0.632	0.074
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:t:108950309-108951926	ENSG00000121940.17_1_A3A5_4	True	False	108950309-108950448	E1	108963381-108963381	E2_E1_J2	108950438-108963381	False	False	False	0.055	0.032	-0.012	0.462	0.266
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-	ENSG00000134222.16:s:109283028-109283186	ENSG00000134222.16_1_A3A5_1	True	True	109283063-109283186	E2	109282680-109282736	E1_E2_J1	109282736-109283074	False	False	False	0.132	0.113	-0.007	0.351	0.434
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-	ENSG00000134222.16:s:109283028-109283186	ENSG00000134222.16_1_A3A5_1	True	False	109283063-109283186	E2	109282680-109282736	E1_E2_J2	109282731-109283063	False	False	False	0.377	0.346	-0.019	0.546	0.186
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-		ENSG00000134222.16_1_A3A5_1	True	True	109282680-109282736	E1	109283063-109283186	E2_E1_J1	109282736-109283074	False	False						
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-		ENSG00000134222.16_1_A3A5_1	True	False	109282680-109282736	E1	109283063-109283186	E2_E1_J2	109282731-109283063	False	False						
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-	ENSG00000134222.16:s:109283028-109283186	ENSG00000134222.16_1_A3A5_2	True	False	109283074-109283186	E2	109282680-109282736	E1_E2_J1	109282736-109283063	False	False	False	0.28	0.338	0.05	0.735	0.066
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-	ENSG00000134222.16:s:109283028-109283186	ENSG00000134222.16_1_A3A5_2	True	False	109283074-109283186	E2	109282680-109282736	E1_E2_J2	109282731-109283074	False	False	False	0.12	0.105	-0.009	0.404	0.359
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-		ENSG00000134222.16_1_A3A5_2	True	False	109282680-109282736	E1	109283074-109283186	E2_E1_J1	109282736-109283063	False	False						
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-		ENSG00000134222.16_1_A3A5_2	True	False	109282680-109282736	E1	109283074-109283186	E2_E1_J2	109282731-109283074	False	False						
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-	ENSG00000134222.16:s:109283028-109283186	ENSG00000134222.16_1_A3A5_3	True	True	109283074-109283186	E2	109282680-109282789	E1_E2_J1	109282789-109283063	False	False	False	0.064	0.064	-0.002	0.306	0.533
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-	ENSG00000134222.16:s:109283028-109283186	ENSG00000134222.16_1_A3A5_3	True	False	109283074-109283186	E2	109282680-109282789	E1_E2_J2	109282731-109283074	False	False	False	0.12	0.105	-0.009	0.404	0.359
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-		ENSG00000134222.16_1_A3A5_3	True	True	109282680-109282789	E1	109283074-109283186	E2_E1_J1	109282789-109283063	False	False						
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-		ENSG00000134222.16_1_A3A5_3	True	False	109282680-109282789	E1	109283074-109283186	E2_E1_J2	109282731-109283074	False	False						
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-	ENSG00000134222.16:s:109283028-109283186	ENSG00000134222.16_1_A3A5_4	True	True	109283074-109283186	E2	109282680-109282789	E1_E2_J1	109282789-109283063	False	False	False	0.064	0.064	-0.002	0.306	0.533
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-	ENSG00000134222.16:s:109283028-109283186	ENSG00000134222.16_1_A3A5_4	True	True	109283074-109283186	E2	109282680-109282789	E1_E2_J2	109282736-109283074	False	False	False	0.132	0.113	-0.007	0.351	0.434
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-		ENSG00000134222.16_1_A3A5_4	True	True	109282680-109282789	E1	109283074-109283186	E2_E1_J1	109282789-109283063	False	False						
ENSG00000134222.16_1	ENSG00000134222.16	PSRC1	chr1	-		ENSG00000134222.16_1_A3A5_4	True	True	109282680-109282789	E1	109283074-109283186	E2_E1_J2	109282736-109283074	False	False						
ENSG00000138614.16_1	ENSG00000138614.16	INTS14	chr15	-	ENSG00000138614.16:s:65610686-65611289	ENSG00000138614.16_1_A3A5_1	True	False	65610796-65611289	E2	65607159-65607442	E1_E2_J1	65607442-65611098	False	False	False	0.599	0.583	-0.006	0.56	0.148
ENSG00000138614.16_1	ENSG00000138614.16	INTS14	chr15	-	ENSG00000138614.16:s:65610686-65611289	ENSG00000138614.16_1_A3A5_1	True	False	65610796-65611289	E2	65607159-65607442	E1_E2_J2	65607425-65610796	False	False	False	0.06	0.018	-0.024	0.542	0.192
ENSG00000138614.16_1	ENSG00000138614.16	INTS14	chr15	-		ENSG00000138614.16_1_A3A5_1	True	False	65607159-65607442	E1	65610796-65611289	E2_E1_J1	65607442-65611098	False	False						
ENSG00000138614.16_1	ENSG00000138614.16	INTS14	chr15	-		ENSG00000138614.16_1_A3A5_1	True	False	65607159-65607442	E1	65610796-65611289	E2_E1_J2	65607425-65610796	False	False						
ENSG00000138614.16_1	ENSG00000138614.16	INTS14	chr15	-	ENSG00000138614.16:s:65610686-65611289	ENSG00000138614.16_1_A3A5_2	True	False	65611098-65611289	E2	65607159-65607442	E1_E2_J1	65607442-65610796	False	False	False	0.159	0.198	0.024	0.548	0.162
ENSG00000138614.16_1	ENSG00000138614.16	INTS14	chr15	-	ENSG00000138614.16:s:65610686-65611289	ENSG00000138614.16_1_A3A5_2	True	False	65611098-65611289	E2	65607159-65607442	E1_E2_J2	65607425-65611098	False	False	False	0.072	0.049	-0.012	0.462	0.264
ENSG00000138614.16_1	ENSG00000138614.16	INTS14	chr15	-		ENSG00000138614.16_1_A3A5_2	True	False	65607159-65607442	E1	65611098-65611289	E2_E1_J1	65607442-65610796	False	False						
ENSG00000138614.16_1	ENSG00000138614.16	INTS14	chr15	-		ENSG00000138614.16_1_A3A5_2	True	False	65607159-65607442	E1	65611098-65611289	E2_E1_J2	65607425-65611098	False	False						
ENSG00000239920.2_3	ENSG00000239920.2	ENSG00000239920	chr11	-	ENSG00000239920.2:s:5269798-5270156	ENSG00000239920.2_3_A3A5_1	True	True	5269799-5270156	E2	5269454-5269654	E1_E2_J1	5269654-5269798	False	False	False	0.115	0.047	-0.057	0.749	0.063
ENSG00000239920.2_3	ENSG00000239920.2	ENSG00000239920	chr11	-	ENSG00000239920.2:s:5269798-5270156	ENSG00000239920.2_3_A3A5_1	True	False	5269799-5270156	E2	5269454-5269654	E1_E2_J2	5269648-5269799	False	False	False	0.088	0.029	-0.053	0.832	0.05
ENSG00000239920.2_3	ENSG00000239920.2	ENSG00000239920	chr11	-		ENSG00000239920.2_3_A3A5_1	True	True	5269454-5269654	E1	5269799-5270156	E2_E1_J1	5269654-5269798	False	False						
ENSG00000239920.2_3	ENSG00000239920.2	ENSG00000239920	chr11	-		ENSG00000239920.2_3_A3A5_1	True	False	5269454-5269654	E1	5269799-5270156	E2_E1_J2	5269648-5269799	False	False						
ENSG00000126457.22_2	ENSG00000126457.22	PRMT1	chr19	+	ENSG00000126457.22:s:49679775-49680119	ENSG00000126457.22_2_A3A5_1	True	True	49679872-49679929	E2	49680137-49680253	E1_E2_J1	49679927-49680137	False	False	False	0.569	0.578	-0.0	0.48	0.242
ENSG00000126457.22_2	ENSG00000126457.22	PRMT1	chr19	+	ENSG00000126457.22:s:49679775-49680119	ENSG00000126457.22_2_A3A5_1	True	False	49679872-49679929	E2	49680137-49680253	E1_E2_J2	49679929-49680140	False	False	False	0.216	0.255	0.028	0.574	0.15
ENSG00000126457.22_2	ENSG00000126457.22	PRMT1	chr19	+		ENSG00000126457.22_2_A3A5_1	True	True	49680137-49680253	E1	49679872-49679929	E2_E1_J1	49679927-49680137	False	False						
ENSG00000126457.22_2	ENSG00000126457.22	PRMT1	chr19	+		ENSG00000126457.22_2_A3A5_1	True	False	49680137-49680253	E1	49679872-49679929	E2_E1_J2	49679929-49680140	False	False						
ENSG00000269352.1_1	ENSG00000269352.1	PTOV1-AS2	chr19	-	ENSG00000269352.1:s:49858843-49859097	ENSG00000269352.1_1_A3A5_1	True	True	49858843-49859097	E2	49858554-49858653	E1_E2_J1	49858653-49859089	False	False	True	0.022	0.161	0.112	0.933	0.009
ENSG00000269352.1_1	ENSG00000269352.1	PTOV1-AS2	chr19	-	ENSG00000269352.1:s:49858843-49859097	ENSG00000269352.1_1_A3A5_1	True	False	49858843-49859097	E2	49858554-49858653	E1_E2_J2	49858626-49858843	False	False	False	0.099	0.163	0.053	0.716	0.07
ENSG00000269352.1_1	ENSG00000269352.1	PTOV1-AS2	chr19	-		ENSG00000269352.1_1_A3A5_1	True	True	49858554-49858653	E1	49858843-49859097	E2_E1_J1	49858653-49859089	False	False						
ENSG00000269352.1_1	ENSG00000269352.1	PTOV1-AS2	chr19	-		ENSG00000269352.1_1_A3A5_1	True	False	49858554-49858653	E1	49858843-49859097	E2_E1_J2	49858626-49858843	False	False						
ENSG00000213024.13_1	ENSG00000213024.13	NUP62	chr19	-	ENSG00000213024.13:s:49929326-49929409	ENSG00000213024.13_1_A3A5_1	True	False	49929350-49929409	E2	49927694-49927848	E1_E2_J1	49927848-49929326	False	False	False	0.068	0.078	0.004	0.366	0.464
ENSG00000213024.13_1	ENSG00000213024.13	NUP62	chr19	-	ENSG00000213024.13:s:49929326-49929409	ENSG00000213024.13_1_A3A5_1	True	False	49929350-49929409	E2	49927694-49927848	E1_E2_J2	49927815-49929350	False	False	False	0.013	0.008	-0.0	0.22	0.78
ENSG00000213024.13_1	ENSG00000213024.13	NUP62	chr19	-	ENSG00000213024.13:t:49927694-49927848	ENSG00000213024.13_1_A3A5_1	True	False	49927694-49927848	E1	49929350-49929409	E2_E1_J1	49927848-49929326	False	False	False	0.278	0.22	-0.041	0.687	0.081
ENSG00000213024.13_1	ENSG00000213024.13	NUP62	chr19	-	ENSG00000213024.13:t:49927694-49927848	ENSG00000213024.13_1_A3A5_1	True	False	49927694-49927848	E1	49929350-49929409	E2_E1_J2	49927815-49929350	False	False	False	0.051	0.023	-0.015	0.468	0.307
ENSG00000132793.12_2	ENSG00000132793.12	LPIN3	chr20	+	ENSG00000132793.12:s:41348619-41348887	ENSG00000132793.12_2_A3A5_1	True	True	41348619-41348887	E2	41349089-41349172	E1_E2_J1	41348844-41349089	False	False	True	0.1	0.326	0.177	0.921	0.005
ENSG00000132793.12_2	ENSG00000132793.12	LPIN3	chr20	+	ENSG00000132793.12:s:41348619-41348887	ENSG00000132793.12_2_A3A5_1	True	False	41348619-41348887	E2	41349089-41349172	E1_E2_J2	41348887-41349092	False	False	False	0.441	0.199	-0.191	0.879	0.006
ENSG00000132793.12_2	ENSG00000132793.12	LPIN3	chr20	+		ENSG00000132793.12_2_A3A5_1	True	True	41349089-41349172	E1	41348619-41348887	E2_E1_J1	41348844-41349089	False	False						
ENSG00000132793.12_2	ENSG00000132793.12	LPIN3	chr20	+		ENSG00000132793.12_2_A3A5_1	True	False	41349089-41349172	E1	41348619-41348887	E2_E1_J2	41348887-41349092	False	False						
ENSG00000124920.14_1	ENSG00000124920.14	MYRF	chr11	+	ENSG00000124920.14:s:61769260-61769321	ENSG00000124920.14_1_A3A5_1	False	True	61769260-61769321	E2	61770392-61770525	E1_E2_J1	61769314-61770392	False	False	True	0.139	0.328	0.166	0.958	0.003
ENSG00000124920.14_1	ENSG00000124920.14	MYRF	chr11	+	ENSG00000124920.14:s:61769260-61769321	ENSG00000124920.14_1_A3A5_1	False	False	61769260-61769321	E2	61770392-61770525	E1_E2_J2	61769321-61770246	False	False	True	0.861	0.672	-0.166	0.958	0.003
ENSG00000124920.14_1	ENSG00000124920.14	MYRF	chr11	+		ENSG00000124920.14_1_A3A5_1	False	True	61770392-61770525	E1	61769260-61769321	E2_E1_J1	61769314-61770392	False	False						
ENSG00000124920.14_1	ENSG00000124920.14	MYRF	chr11	+		ENSG00000124920.14_1_A3A5_1	False	False	61770392-61770525	E1	61769260-61769321	E2_E1_J2	61769321-61770246	False	False						
ENSG00000128578.10_4	ENSG00000128578.10	STRIP2	chr7	+	ENSG00000128578.10:s:129460301-129460548	ENSG00000128578.10_4_A3A5_1	True	True	129460301-129460487	E2	129462588-129462730	E1_E2_J1	129460372-129462588	False	False	False	0.061	0.096	0.021	0.52	0.248
ENSG00000128578.10_4	ENSG00000128578.10	STRIP2	chr7	+	ENSG00000128578.10:s:129460301-129460548	ENSG00000128578.10_4_A3A5_1	True	True	129460301-129460487	E2	129462588-129462730	E1_E2_J2	129460487-129462650	False	False	False	0.018	0.07	0.039	0.754	0.097
ENSG00000128578.10_4	ENSG00000128578.10	STRIP2	chr7	+		ENSG00000128578.10_4_A3A5_1	True	True	129462588-129462730	E1	129460301-129460487	E2_E1_J1	129460372-129462588	False	False						
ENSG00000128578.10_4	ENSG00000128578.10	STRIP2	chr7	+		ENSG00000128578.10_4_A3A5_1	True	True	129462588-129462730	E1	129460301-129460487	E2_E1_J2	129460487-129462650	False	False						
ENSG00000128578.10_4	ENSG00000128578.10	STRIP2	chr7	+	ENSG00000128578.10:s:129460301-129460548	ENSG00000128578.10_4_A3A5_2	True	True	129460301-129460487	E2	129462650-129462730	E1_E2_J1	129460372-129462650	False	False	False	0.141	0.131	-0.002	0.465	0.323
ENSG00000128578.10_4	ENSG00000128578.10	STRIP2	chr7	+	ENSG00000128578.10:s:129460301-129460548	ENSG00000128578.10_4_A3A5_2	True	True	129460301-129460487	E2	129462650-129462730	E1_E2_J2	129460487-129462588	False	False	False	0.042	0.087	0.035	0.684	0.126
ENSG00000128578.10_4	ENSG00000128578.10	STRIP2	chr7	+		ENSG00000128578.10_4_A3A5_2	True	True	129462650-129462730	E1	129460301-129460487	E2_E1_J1	129460372-129462650	False	False						
ENSG00000128578.10_4	ENSG00000128578.10	STRIP2	chr7	+		ENSG00000128578.10_4_A3A5_2	True	True	129462650-129462730	E1	129460301-129460487	E2_E1_J2	129460487-129462588	False	False						
ENSG00000286264.2_1	ENSG00000286264.2	ENSG00000286264	chr11	+	ENSG00000286264.2:s:64241095-64242213	ENSG00000286264.2_1_A3A5_1	True	True	64241095-64241661	E2	64242419-64242558	E1_E2_J1	64241132-64242419	False	False	True	0.156	0.027	-0.119	0.976	0.003
ENSG00000286264.2_1	ENSG00000286264.2	ENSG00000286264	chr11	+	ENSG00000286264.2:s:64241095-64242213	ENSG00000286264.2_1_A3A5_1	True	False	64241095-64241661	E2	64242419-64242558	E1_E2_J2	64241661-64242384	False	False	False	0.131	0.114	-0.011	0.542	0.168
ENSG00000286264.2_1	ENSG00000286264.2	ENSG00000286264	chr11	+		ENSG00000286264.2_1_A3A5_1	True	True	64242419-64242558	E1	64241095-64241661	E2_E1_J1	64241132-64242419	False	False						
ENSG00000286264.2_1	ENSG00000286264.2	ENSG00000286264	chr11	+		ENSG00000286264.2_1_A3A5_1	True	False	64242419-64242558	E1	64241095-64241661	E2_E1_J2	64241661-64242384	False	False						
ENSG00000286264.2_1	ENSG00000286264.2	ENSG00000286264	chr11	+	ENSG00000286264.2:s:64241095-64242213	ENSG00000286264.2_1_A3A5_2	True	True	64241095-64242213	E2	64242419-64242558	E1_E2_J1	64241132-64242419	False	False	True	0.156	0.027	-0.119	0.976	0.003
ENSG00000286264.2_1	ENSG00000286264.2	ENSG00000286264	chr11	+	ENSG00000286264.2:s:64241095-64242213	ENSG00000286264.2_1_A3A5_2	True	False	64241095-64242213	E2	64242419-64242558	E1_E2_J2	64242213-64242384	False	False	False	0.708	0.856	0.125	0.891	0.011
ENSG00000286264.2_1	ENSG00000286264.2	ENSG00000286264	chr11	+		ENSG00000286264.2_1_A3A5_2	True	True	64242419-64242558	E1	64241095-64242213	E2_E1_J1	64241132-64242419	False	False						
ENSG00000286264.2_1	ENSG00000286264.2	ENSG00000286264	chr11	+		ENSG00000286264.2_1_A3A5_2	True	False	64242419-64242558	E1	64241095-64242213	E2_E1_J2	64242213-64242384	False	False						
ENSG00000168066.21_3	ENSG00000168066.21	SF1	chr11	-	ENSG00000168066.21:s:64767567-64767844	ENSG00000168066.21_3_A3A5_1	True	False	64767571-64767844	E2	64767192-64767251	E1_E2_J1	64767251-64767567	False	False	False	0.101	0.1	0.001	0.404	0.363
ENSG00000168066.21_3	ENSG00000168066.21	SF1	chr11	-	ENSG00000168066.21:s:64767567-64767844	ENSG00000168066.21_3_A3A5_1	True	False	64767571-64767844	E2	64767192-64767251	E1_E2_J2	64767246-64767571	False	False	False	0.237	0.177	-0.043	0.749	0.071
ENSG00000168066.21_3	ENSG00000168066.21	SF1	chr11	-		ENSG00000168066.21_3_A3A5_1	True	False	64767192-64767251	E1	64767571-64767844	E2_E1_J1	64767251-64767567	False	False						
ENSG00000168066.21_3	ENSG00000168066.21	SF1	chr11	-		ENSG00000168066.21_3_A3A5_1	True	False	64767192-64767251	E1	64767571-64767844	E2_E1_J2	64767246-64767571	False	False						
ENSG00000124151.19_4	ENSG00000124151.19	NCOA3	chr20	+	ENSG00000124151.19:s:47649005-47649109	ENSG00000124151.19_4_A3A5_1	True	False	47649005-47649109	E2	47650982-47651276	E1_E2_J1	47649097-47650982	False	False	False	0.248	0.218	-0.015	0.6	0.108
ENSG00000124151.19_4	ENSG00000124151.19	NCOA3	chr20	+	ENSG00000124151.19:s:47649005-47649109	ENSG00000124151.19_4_A3A5_1	True	True	47649005-47649109	E2	47650982-47651276	E1_E2_J2	47649109-47650985	False	False	False	0.365	0.312	-0.022	0.631	0.079
ENSG00000124151.19_4	ENSG00000124151.19	NCOA3	chr20	+		ENSG00000124151.19_4_A3A5_1	True	False	47650982-47651276	E1	47649005-47649109	E2_E1_J1	47649097-47650982	False	False						
ENSG00000124151.19_4	ENSG00000124151.19	NCOA3	chr20	+		ENSG00000124151.19_4_A3A5_1	True	True	47650982-47651276	E1	47649005-47649109	E2_E1_J2	47649109-47650985	False	False						
ENSG00000124151.19_4	ENSG00000124151.19	NCOA3	chr20	+	ENSG00000124151.19:s:47649005-47649109	ENSG00000124151.19_4_A3A5_2	True	True	47649005-47649109	E2	47650985-47651276	E1_E2_J1	47649097-47650985	False	False	False	0.19	0.362	0.135	0.839	0.014
ENSG00000124151.19_4	ENSG00000124151.19	NCOA3	chr20	+	ENSG00000124151.19:s:47649005-47649109	ENSG00000124151.19_4_A3A5_2	True	False	47649005-47649109	E2	47650985-47651276	E1_E2_J2	47649109-47650982	False	False	False	0.174	0.098	-0.077	0.722	0.04
ENSG00000124151.19_4	ENSG00000124151.19	NCOA3	chr20	+		ENSG00000124151.19_4_A3A5_2	True	True	47650985-47651276	E1	47649005-47649109	E2_E1_J1	47649097-47650985	False	False						
ENSG00000124151.19_4	ENSG00000124151.19	NCOA3	chr20	+		ENSG00000124151.19_4_A3A5_2	True	False	47650985-47651276	E1	47649005-47649109	E2_E1_J2	47649109-47650982	False	False						
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-	ENSG00000175376.9:s:66001910-66002176	ENSG00000175376.9_1_A3A5_1	True	False	66001910-66002176	E2	66000303-66000481	E1_E2_J1	66000481-66002040	False	False	False	0.317	0.356	0.009	0.56	0.145
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-	ENSG00000175376.9:s:66001910-66002176	ENSG00000175376.9_1_A3A5_1	True	False	66001910-66002176	E2	66000303-66000481	E1_E2_J2	66000406-66001910	False	False	False	0.171	0.13	-0.021	0.575	0.14
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-		ENSG00000175376.9_1_A3A5_1	True	False	66000303-66000481	E1	66001910-66002176	E2_E1_J1	66000481-66002040	False	False						
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-		ENSG00000175376.9_1_A3A5_1	True	False	66000303-66000481	E1	66001910-66002176	E2_E1_J2	66000406-66001910	False	False						
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-	ENSG00000175376.9:s:66001910-66002176	ENSG00000175376.9_1_A3A5_2	True	False	66001910-66002176	E2	66000303-66000505	E1_E2_J1	66000505-66002040	False	False	False	0.045	0.093	0.029	0.572	0.143
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-	ENSG00000175376.9:s:66001910-66002176	ENSG00000175376.9_1_A3A5_2	True	False	66001910-66002176	E2	66000303-66000505	E1_E2_J2	66000406-66001910	False	False	False	0.171	0.13	-0.021	0.575	0.14
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-		ENSG00000175376.9_1_A3A5_2	True	False	66000303-66000505	E1	66001910-66002176	E2_E1_J1	66000505-66002040	False	False						
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-		ENSG00000175376.9_1_A3A5_2	True	False	66000303-66000505	E1	66001910-66002176	E2_E1_J2	66000406-66001910	False	False						
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-	ENSG00000175376.9:s:66001910-66002176	ENSG00000175376.9_1_A3A5_3	True	False	66002040-66002176	E2	66000303-66000476	E1_E2_J1	66000476-66001910	False	False	False	0.109	0.073	-0.02	0.547	0.169
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-	ENSG00000175376.9:s:66001910-66002176	ENSG00000175376.9_1_A3A5_3	True	False	66002040-66002176	E2	66000303-66000476	E1_E2_J2	66000406-66002040	False	False	False	0.246	0.156	-0.061	0.709	0.057
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-		ENSG00000175376.9_1_A3A5_3	True	False	66000303-66000476	E1	66002040-66002176	E2_E1_J1	66000476-66001910	False	False						
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-		ENSG00000175376.9_1_A3A5_3	True	False	66000303-66000476	E1	66002040-66002176	E2_E1_J2	66000406-66002040	False	False						
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-	ENSG00000175376.9:s:66001910-66002176	ENSG00000175376.9_1_A3A5_4	True	False	66002040-66002176	E2	66000303-66000481	E1_E2_J1	66000481-66001910	False	False	False	0.079	0.13	0.027	0.56	0.148
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-	ENSG00000175376.9:s:66001910-66002176	ENSG00000175376.9_1_A3A5_4	True	False	66002040-66002176	E2	66000303-66000481	E1_E2_J2	66000406-66002040	False	False	False	0.246	0.156	-0.061	0.709	0.057
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-		ENSG00000175376.9_1_A3A5_4	True	False	66000303-66000481	E1	66002040-66002176	E2_E1_J1	66000481-66001910	False	False						
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-		ENSG00000175376.9_1_A3A5_4	True	False	66000303-66000481	E1	66002040-66002176	E2_E1_J2	66000406-66002040	False	False						
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-	ENSG00000175376.9:s:66001910-66002176	ENSG00000175376.9_1_A3A5_5	True	False	66002040-66002176	E2	66000303-66000505	E1_E2_J1	66000505-66001910	False	False	False	0.01	0.061	0.02	0.475	0.243
ENSG00000175376.9_1	ENSG00000175376.9	EIF1AD	chr11	-	ENSG00000175376.9:s:66001910-66002176	ENSG00000175376.9_1_A3A5_5	True	False	66002040-66002176	E2	66000303-66000505	E1_E2_J2	66000406-66002040	False	False	False	0.246	0.156	-0.061	0.709	0.057
